Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/26/2013,Credit card,,Credit line increase/decrease,,,,Capital One,CA,92021,,N/A,Web,09/26/2013,Closed with non-monetary relief,Yes,No,543158
10/03/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,"TransUnion Intermediate Holdings, Inc.",PR,00921,,N/A,Web,10/04/2013,Closed with non-monetary relief,Yes,No,551330
10/03/2013,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,,,"The CBE Group, Inc.",TX,75043,,N/A,Web,10/03/2013,Closed with explanation,Yes,No,551957
09/26/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,Higher Education Student Assistance Authority (HESAA),PA,19382,,N/A,Web,09/27/2013,Closed with explanation,Yes,No,544381
08/28/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OH,45157,,N/A,Web,08/29/2013,Closed with explanation,Yes,No,507906
10/03/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,CA,92103,Older American,N/A,Web,10/04/2013,Closed with explanation,Yes,Yes,551970
09/26/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,NJ,07079,,N/A,Web,09/27/2013,Closed with monetary relief,Yes,No,544389
09/11/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Experian,FL,32211,,N/A,Web,09/14/2013,Closed with non-monetary relief,Yes,No,523465
09/26/2013,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,,,"MRS BPO, L.L.C.",FL,33611,,N/A,Web,09/26/2013,Closed with non-monetary relief,Yes,No,544394
10/03/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,VA,22408,,N/A,Web,10/04/2013,Closed with explanation,Yes,No,551976
09/11/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",GA,30513,,N/A,Web,09/12/2013,Closed,Yes,Yes,523394
10/16/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Media Collections, Inc",CA,90066,,N/A,Web,10/16/2013,Closed with explanation,Yes,No,559953
09/26/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Citibank,CA,93675,,N/A,Web,09/27/2013,Closed with explanation,Yes,Yes,544927
09/11/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",PR,00726,,N/A,Referral,09/30/2013,Closed with explanation,Yes,No,523374
10/03/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Comerica,CA,92801,,N/A,Web,10/04/2013,Closed with explanation,Yes,No,551275
08/28/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CO,80513,,N/A,Referral,08/29/2013,Closed with explanation,Yes,No,508016
08/28/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,MD,20853,,N/A,Referral,08/29/2013,Closed with explanation,Yes,Yes,508017
10/16/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",MN,56470,,N/A,Web,10/21/2013,Closed with explanation,Yes,No,560410
09/11/2013,Mortgage,Other mortgage,Other,,,,Wells Fargo & Company,HI,96816,,N/A,Postal mail,09/12/2013,Closed with explanation,Yes,No,523133
10/16/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",CA,92627,,N/A,Web,10/21/2013,Closed with non-monetary relief,Yes,No,560412
10/16/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,60540,,N/A,Referral,10/24/2013,Closed with explanation,Yes,Yes,560557
08/28/2013,Mortgage,Other mortgage,Other,,,,PNC Bank N.A.,NH,03886,,N/A,Referral,08/30/2013,Closed with explanation,Yes,Yes,508034
08/28/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,CA,96002,,N/A,Referral,08/30/2013,Closed with explanation,Yes,No,508035
09/11/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Debt Recovery Solutions, LLC",TN,37919,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,523417
10/16/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CA,91604,,N/A,Web,10/17/2013,Closed with explanation,Yes,No,560730
08/28/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,PA,19152,,N/A,Web,08/29/2013,Closed with explanation,Yes,No,508037
08/29/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,76109,,N/A,Postal mail,09/12/2013,Closed with explanation,Yes,No,508566
10/03/2013,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,PNC Bank N.A.,NJ,07960,,N/A,Web,10/04/2013,Closed with explanation,Yes,No,552166
09/26/2013,Credit card,,Other,,,,Discover,CA,93675,,N/A,Web,10/16/2013,Closed with explanation,Yes,Yes,544949
09/26/2013,Credit card,,Closing/Cancelling account,,,,Synchrony Financial,NY,11103,,N/A,Phone,09/27/2013,Closed with monetary relief,Yes,No,544262
09/11/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",PA,15370,,N/A,Web,09/12/2013,Closed with explanation,Yes,No,523436
10/03/2013,Credit card,,Other fee,,,,Bank of America,CT,06902,Older American,N/A,Web,10/03/2013,Closed with non-monetary relief,Yes,No,552004
08/28/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,VA,20111,,N/A,Web,08/29/2013,Closed with explanation,Yes,No,501446
10/03/2013,Credit card,,Billing disputes,,,,U.S. Bancorp,WI,54956,,N/A,Web,10/03/2013,Closed with monetary relief,Yes,No,551994
10/16/2013,Credit reporting,,Incorrect information on credit report,Personal information,,,"TransUnion Intermediate Holdings, Inc.",IN,46013,"Older American, Servicemember",N/A,Web,10/18/2013,Closed with explanation,Yes,No,560439
08/28/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Resurgent Capital Services L.P.,IL,60123,,N/A,Web,08/29/2013,Closed with explanation,Yes,Yes,508064
09/26/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Grant & Weber,CA,95757,,N/A,Web,10/31/2013,Closed with explanation,Yes,No,544444
08/28/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,NE,68467,,N/A,Phone,08/29/2013,Closed with explanation,Yes,No,508069
10/16/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"SunTrust Banks, Inc.",,,,N/A,Postal mail,10/17/2013,Closed with explanation,Yes,No,560445
09/26/2013,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,,"TransUnion Intermediate Holdings, Inc.",FL,33543,Servicemember,N/A,Postal mail,09/27/2013,Closed with explanation,Yes,No,544923
10/03/2013,Credit card,,Payoff process,,,,Wells Fargo & Company,VA,22601,,N/A,Fax,10/15/2013,Closed with monetary relief,Yes,No,552032
10/16/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,77489,,N/A,Referral,10/17/2013,Closed with explanation,Yes,No,560448
10/03/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Carrington Mortgage Holdings, LLC.",CA,94604,,N/A,Phone,12/20/2013,Closed with explanation,Yes,No,552142
09/11/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,33147,,N/A,Referral,09/25/2013,Closed with explanation,Yes,No,522676
08/29/2013,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,,,"Navient Solutions, Inc.",MN,55068,,N/A,Web,08/28/2013,Closed with non-monetary relief,Yes,No,508814
09/26/2013,Debt collection,Credit card,Taking/threatening an illegal action,Sued where didn't live/sign for debt,,,TD Bank US Holding Company,CA,92324,,N/A,Web,11/01/2013,Closed with explanation,Yes,No,544454
08/29/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"SunTrust Banks, Inc.",NC,28270,,N/A,Web,08/29/2013,Closed with explanation,Yes,No,508821
09/26/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Sentry Recovery and Collections, Inc.",NV,89147,,N/A,Web,11/01/2013,Closed with explanation,Yes,Yes,544461
10/03/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,E*Trade Bank,,,,N/A,Postal mail,10/04/2013,Closed with explanation,No,Yes,552040
08/29/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,76049,,N/A,Postal mail,09/12/2013,Closed with explanation,Yes,No,508552
08/29/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Citibank,MD,21237,,N/A,Web,08/29/2013,Closed with explanation,Yes,Yes,508831
09/11/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,IA,51526,,N/A,Referral,09/12/2013,Closed with explanation,Yes,No,523623
10/03/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,CA,95663,,N/A,Web,10/04/2013,Closed with non-monetary relief,Yes,No,552053
10/03/2013,Credit card,,Billing disputes,,,,Synchrony Financial,CA,93110,,N/A,Web,11/05/2013,Closed with monetary relief,Yes,No,552052
09/27/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",TX,77355,,N/A,Phone,09/27/2013,Closed with explanation,Yes,No,545133
09/11/2013,Consumer Loan,Personal line of credit,Managing the line of credit,,,,Santander Bank US,RI,02864,,N/A,Phone,09/12/2013,Closed,Yes,No,523506
09/27/2013,Credit card,,Billing disputes,,,,Citibank,CA,93675,,N/A,Web,09/27/2013,Closed with explanation,Yes,Yes,547155
09/27/2013,Consumer Loan,Vehicle lease,Problems when you are unable to pay,,,,Ally Financial Inc.,CO,80916,Servicemember,N/A,Web,09/27/2013,Closed with explanation,Yes,No,545149
10/03/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Regions Financial Corporation,AR,72401,,N/A,Web,10/04/2013,Closed with monetary relief,Yes,No,552183
09/11/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,NJ,08502,,N/A,Phone,09/11/2013,Closed with monetary relief,Yes,Yes,523521
10/03/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo & Company,PA,15636,,N/A,Referral,10/04/2013,Closed with monetary relief,Yes,No,552086
09/27/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Capital One,DC,20002,,N/A,Web,09/26/2013,Closed with explanation,Yes,Yes,545164
10/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,07405,,N/A,Referral,10/04/2013,Closed with explanation,Yes,No,552092
09/27/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,TX,76244,,N/A,Web,09/30/2013,Closed with explanation,Yes,Yes,546702
09/27/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,91355,Older American,N/A,Web,09/27/2013,Closed with non-monetary relief,Yes,Yes,545168
10/03/2013,Credit card,,Customer service / Customer relations,,,,Amex,AZ,85747,,N/A,Referral,10/04/2013,Closed with explanation,Yes,No,552094
09/27/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,91350,Servicemember,N/A,Web,09/27/2013,Closed with explanation,Yes,No,547067
10/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NY,12522,,N/A,Referral,10/04/2013,Closed with explanation,Yes,No,552101
10/03/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,PA,15666,,N/A,Referral,10/04/2013,Closed with explanation,Yes,Yes,551315
09/27/2013,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,First National Bank of Omaha,CA,95008,,N/A,Web,09/26/2013,Closed with explanation,Yes,No,545175
09/27/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,93066,,N/A,Referral,09/27/2013,Closed with explanation,Yes,No,545180
10/03/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,Citibank,TX,75043,Older American,N/A,Web,10/03/2013,Closed with explanation,Yes,Yes,552126
09/27/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,CA,95315,,N/A,Web,09/27/2013,Closed with explanation,Yes,No,545192
10/04/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,FL,33713,,N/A,Web,10/03/2013,Closed with explanation,Yes,No,552535
09/27/2013,Credit card,,Billing disputes,,,,Bank of America,MI,48047,,N/A,Web,09/27/2013,Closed with non-monetary relief,Yes,No,545199
09/27/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,TX,75023,,N/A,Referral,10/16/2013,Closed with non-monetary relief,Yes,No,545286
09/27/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,,"Bull City Financial Solutions, Inc",OH,45252,,N/A,Web,09/27/2013,Closed,Yes,Yes,545203
10/04/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,TX,75844,,N/A,Web,10/03/2013,Closed with non-monetary relief,Yes,No,552465
09/11/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,ERC,NY,14624,"Older American, Servicemember",N/A,Phone,09/12/2013,Closed with non-monetary relief,Yes,No,523569
09/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,95677,,N/A,Referral,09/13/2013,Closed with explanation,Yes,No,523076
09/11/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Citibank,FL,32208,,N/A,Web,09/14/2013,Closed with explanation,Yes,No,523427
09/27/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,People's United Bank,NY,10470,,N/A,Web,09/27/2013,Closed with explanation,Yes,No,545208
09/27/2013,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,Western Portfolio Assets,MN,56367,,N/A,Web,10/22/2013,Closed with explanation,No,No,545210
10/04/2013,Mortgage,Home equity loan or line of credit,Settlement process and costs,,,,HSBC North America Holdings Inc.,PA,19063,Older American,N/A,Web,10/04/2013,Closed with explanation,Yes,Yes,552555
10/04/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Navy FCU,FL,32210,Servicemember,N/A,Web,10/04/2013,Closed with explanation,Yes,No,552557
10/04/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,CA,90212,,N/A,Fax,10/18/2013,Closed with explanation,Yes,No,552793
09/27/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",OH,45802,,N/A,Referral,11/26/2013,Closed with non-monetary relief,Yes,No,545220
09/27/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"CCS Financial Services, Inc.",NC,28212,,N/A,Referral,09/27/2013,Closed with non-monetary relief,Yes,No,545211
09/27/2013,Credit card,,Rewards,,,,Citibank,NY,10026,,N/A,Referral,09/30/2013,Closed with non-monetary relief,Yes,No,545658
09/23/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,HSBC North America Holdings Inc.,IL,61938,,N/A,Web,11/20/2013,Closed with explanation,Yes,No,539298
09/27/2013,Credit card,,Application processing delay,,,,FirstBank,CO,80237,Older American,N/A,Referral,09/30/2013,Closed with explanation,Yes,No,545231
09/11/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,VA,24012,,N/A,Referral,10/01/2013,Closed with explanation,Yes,No,523588
10/07/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NJ,07863,,N/A,Web,10/07/2013,Closed with explanation,Yes,Yes,553735
10/04/2013,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,Specialized Loan Servicing LLC,CA,92585,,N/A,Web,10/07/2013,Closed,Yes,No,552434
10/04/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,MI,48154,Older American,N/A,Web,10/04/2013,Closed with non-monetary relief,Yes,No,552401
09/27/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",MD,21229,,N/A,Referral,09/27/2013,Closed with non-monetary relief,Yes,No,545508
